O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
2,GOBINDA CHANDRA BASUMATARI,"United People’s Party, Liberal",61092,675,61767,50.43,69,1,UPPL
3,NOTA,None of the Above,3774,31,3805,3.11,69,3,NOTA
1,CHARAN BORO,Bodoland Peoples Front,53903,506,54409,42.32,70,1,BPF
2,JITU KISSAN,Bharatiya Janata Party,38006,346,38352,29.83,70,2,BJP
3,RATENDRA DAIMARY,"United People’s Party, Liberal",28179,234,28413,22.1,70,3,UPPL
4,SUNIL SARKAR,Voters Party International,816,11,827,0.64,70,7,VPI
5,KHURSHID ALAM MAZUMDAR,Independent,326,7,333,0.26,70,10,I
6,GOLAM MOSTAFA,Independent,565,0,565,0.44,70,9,I
7,SAIFUL ISLAM,Independent,1957,14,1971,1.53,70,4,I
8,JIARUL HOQUE SARKER,Independent,650,4,654,0.51,70,8,I
9,SANTOSH KURMI,Independent,1240,7,1247,0.97,70,6,I
10,NOTA,None of the Above,1776,9,1785,1.39,70,5,NOTA
1,ASHOK SINGHAL,Bharatiya Janata Party,93329,439,93768,56.89,71,1,BJP
2,BENUDHAR NATH,Indian National Congress,58492,206,58698,35.62,71,2,INC
3,RANJAY BASUMATARY,Voters Party International,2058,14,2072,1.26,71,5,VPI
4,SATRUGHANA SASONI,Assam Jatiya Parishad,1547,13,1560,0.95,71,6,AJP
5,SANJOY DEY,Bharatiya Gana Parishad,1239,6,1245,0.76,71,8,BGP
6,TARUN SAHU,Independent,3480,14,3494,2.12,71,3,I
7,JAGYA RAM MIRDHA,Independent,1411,3,1414,0.86,71,7,I
8,NOTA,None of the Above,2554,5,2559,1.55,71,4,NOTA
1,GANESH KUMAR LIMBU,Bharatiya Janata Party,70176,393,70569,51.5,72,1,BJP
2,RAM PRASAD SHARMA,Indian National Congress,52628,159,52787,38.52,72,2,INC
3,UPEN RAJ NATH,Assam Jatiya Parishad,10108,84,10192,7.44,72,3,AJP
4,HEMANTA KUMAR ADHIKARY,Independent,1613,11,1624,1.19,72,5,I
5,NOTA,None of the Above,1850,6,1856,1.35,72,4,NOTA
1,ANUJ KUMAR MECH,Indian National Congress,60982,349,61331,40.93,73,2,INC
2,PRITHIRAJ RAVA,Asom Gana Parishad,70835,619,71454,47.69,73,1,AGP
3,JANMONI BORAH,Assam Jatiya Parishad,8560,126,8686,5.8,73,3,AJP
4,NAYANMONI CHOUDHURY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),908,8,916,0.61,73,6,SUCOI(C)
5,ALOK NATH,Independent,3973,64,4037,2.69,73,4,I
6,AKASH JYOTI SINGHA,Independent,580,10,590,0.39,73,8,I
7,SHEIKH MOHAMMAD SADIQUE,Independent,765,4,769,0.51,73,7,I
8,NOTA,None of the Above,2007,43,2050,1.37,73,5,NOTA
1,ABHIJIT HAZARIKA,Indian National Congress,47609,218,47827,36.26,74,2,INC
2,KRISHNA KAMAL TANTI,Bharatiya Janata Party,69765,407,70172,53.2,74,1,BJP
3,AJAY TANTI,Assam Jatiya Parishad,2941,35,2976,2.26,74,4,AJP
4,ABDUL JALIL,Janata Dal (United),558,5,563,0.43,74,8,JD(U)
5,JITENDRA KUMAR SHARMA,Voters Party International,1048,3,1051,0.8,74,6,VPI
6,BIJOY TIRKEY,Independent,935,5,940,0.71,74,7,I
7,MATHEW TOPNO,Independent,6105,2,6107,4.63,74,3,I
8,NOTA,None of the Above,2268,5,2273,1.72,74,5,NOTA
1,PADMA HAZARIKA,Bharatiya Janata Party,83602,1205,84807,56.5,75,1,BJP
2,PRANESWAR BASUMATARY,Indian National Congress,60056,376,60432,40.26,75,2,INC
3,ANILA BASUMATARY,Voters Party International,2409,32,2441,1.63,75,3,VPI
4,NOTA,None of the Above,2395,16,2411,1.61,75,4,NOTA
1,ANJAN BORAH,Indian National Congress,61687,304,61991,44.23,76,2,INC
2,PROMOD BORTHAKUR,Bharatiya Janata Party,70842,359,71201,50.8,76,1,BJP
3,DULDUL BORKATAKI,Assam Jatiya Parishad,3004,29,3033,2.16,76,3,AJP
4,DWIP BORTHAKUR,Independent,980,3,983,0.7,76,6,I
5,MILICHARAN BASUMATARY,Independent,1169,2,1171,0.84,76,5,I
6,NOTA,None of the Above,1766,8,1774,1.27,76,4,NOTA
1,RANJIT DUTTA,Bharatiya Janata Party,53335,248,53583,50.93,77,1,BJP
2,ANJAN UPADHYAYA,Assam Jatiya Parishad,3322,21,3343,3.18,77,4,AJP
3,BIBEK DAS,Communist Party of India (Marxist-Leninist) (Liberation),21452,79,21531,20.46,77,3,CPI(M)(L)
4,JAYANTA BORAH,Independent,23617,127,23744,22.57,77,2,I
5,NOTA,None of the Above,3003,9,3012,2.86,77,5,NOTA
1,RIPUN BORA,Indian National Congress,63744,186,63930,39.18,78,2,INC
2,SRI UTPAL BORAH,Bharatiya Janata Party,92894,330,93224,57.14,78,1,BJP
3,DR GOPAL PHUKAN,Assam Jatiya Parishad,2887,17,2904,1.78,78,3,AJP
4,SRI SABIR NARZARY,Voters Party International,1340,12,1352,0.83,78,5,VPI
5,NOTA,None of the Above,1745,8,1753,1.07,78,4,NOTA
1,PIJUSH HAZARIKA,Bharatiya Janata Party,106307,336,106643,53.54,79,1,BJP
2,SWAPAN KUMAR MANDAL,Indian National Congress,77055,184,77239,38.78,79,2,INC
3,BUBUL DAS,Assam Jatiya Parishad,12768,47,12815,6.43,79,3,AJP
4,SUKANTA MAZUMDAR,Bharatiya Gana Parishad,900,3,903,0.45,79,5,BGP
5,NOTA,None of the Above,1593,2,1595,0.8,79,4,NOTA
1,MUNIN MAHANTA,Communist Party of India,27219,71,27290,17.43,80,3,CPI
2,RAMA KANTA DEWRI,Bharatiya Janata Party,81346,311,81657,52.15,80,1,BJP
3,BANI KANTA DAS,Assam Jatiya Parishad,45011,114,45125,28.82,80,2,AJP
4,RATUL BORA,Independent,933,6,939,0.6,80,5,I
5,NOTA,None of the Above,1566,5,1571,1.0,80,4,NOTA
1,DR. ASIF MOHAMMAD NAZAR,Indian National Congress,60782,150,60932,37.3,81,1,INC
2,KADIRUZZAMAN ZINNAH,Bharatiya Janata Party,34553,179,34732,21.26,81,3,BJP
3,TASLIMA NASRIN,Janata Dal (United),420,4,424,0.26,81,10,JD(U)
4,SHOMZIDA YEASMIN,Assam Jatiya Parishad,1368,3,1371,0.84,81,5,AJP
5,SIDDIQUE AHMED,Independent,58739,165,58904,36.06,81,2,I
6,MAHANANDA PATGIRI,Independent,3774,9,3783,2.32,81,4,I
7,MAZAHARUL ISLAM SIDDIQUEE,Independent,846,3,849,0.52,81,7,I
8,RABINDRA NATH BISWAS,Independent,509,3,512,0.31,81,9,I
9,RAJAUL KARIM,Independent,788,1,789,0.48,81,8,I
10,NOTA,None of the Above,1068,5,1073,0.66,81,6,NOTA
1,BISHNU DAS,Asom Gana Parishad,76202,251,76453,42.75,82,2,AGP
2,SASHI KANTA DAS,Indian National Congress,89356,155,89511,50.05,82,1,INC
3,UTPAL BANIA,Assam Jatiya Parishad,5542,74,5616,3.14,82,3,AJP
4,MONI DAS,Janata Party,1044,66,1110,0.62,82,8,JP
5,GUNESWAR DAS,Independent,1174,40,1214,0.68,82,6,I
6,CHITRALEKHA DAS,Independent,1124,15,1139,0.64,82,7,I
7,RUBUL DAS,Independent,2285,4,2289,1.28,82,4,I
8,NOTA,None of the Above,1497,20,1517,0.85,82,5,NOTA
1,Aminul Islam,All India United Democratic Front,145682,206,145888,70.39,83,1,AIUDF
2,Sanjib Kumar Bora,Bharatiya Janata Party,8982,66,9048,4.37,83,3,BJP
3,Md. Anjar Hussain,Assam Jatiya Parishad,1127,12,1139,0.55,83,7,AJP
4,Inamul Huda,Revolutionary Communist Party of India (Rasik Bhatt),3447,6,3453,1.67,83,4,RCPI(RKB
5,Saiful Islam Choudhury,Asom Jana Morcha,877,4,881,0.43,83,8,AJM
6,Shahnaz Begum,Janata Dal (United),762,5,767,0.37,83,9,JD(U)
7,Mehboob Muktar,Independent,42862,59,42921,20.71,83,2,I
8,Mustafa Shahidul Islam,Independent,1325,2,1327,0.64,83,6,I
9,NOTA,None of the Above,1818,2,1820,0.88,83,5,NOTA
1,Angoorlata Deka,Bharatiya Janata Party,51261,197,51458,36.64,84,2,BJP
2,Sibamoni Bora,Indian National Congress,84039,239,84278,60.02,84,1,INC
3,Anupam Baruah,Janata Dal (United),812,3,815,0.58,84,5,JD(U)
4,Fakar Uddin,Asom Jana Morcha,272,2,274,0.2,84,8,AJM
5,Musleha Begum,Rashtriya Ulama Council,461,2,463,0.33,84,6,RUC
6,Prafulla Rajkhowa,Independent,368,2,370,0.26,84,7,I
7,Matiur Rahman,Independent,1682,8,1690,1.2,84,3,I
8,NOTA,None of the Above,1072,6,1078,0.77,84,4,NOTA
1,NAJIR HUSSAIN,Bharatiya Janata Party,25600,139,25739,14.22,85,2,BJP
2,NURUL HUDA,Indian National Congress,131652,439,132091,73.0,85,1,INC
3,SHAFIQUL ISLAM,Assam Jatiya Parishad,9966,40,10006,5.53,85,3,AJP
4,SAMSUL ALAM,Janata Dal (United),473,5,478,0.26,85,8,JD(U)
5,JINNATUL ISLAM,Rashtriya Ulama Council,439,4,443,0.24,85,9,RUC
6,ABU SHAMA,Independent,1109,8,1117,0.62,85,6,I
7,WAKIBUR ISLAM,Independent,404,4,408,0.23,85,10,I
8,NAZRUL ISLAM,Independent,1528,7,1535,0.85,85,5,I
9,NURUL AMIN CHOWDHURY,Independent,8115,23,8138,4.5,85,4,I
10,NOTA,None of the Above,988,9,997,0.55,85,7,NOTA
1,RUPAK SARMAH,Bharatiya Janata Party,80712,386,81098,52.01,86,1,BJP
2,SANTANU SARMA,Indian National Congress,69841,174,70015,44.9,86,2,INC
3,ANUP LASKAR,Assam Jatiya Parishad,1994,15,2009,1.29,86,3,AJP
4,ABDUL AWAL BHUYAN,Lok Jan Shakti Party,172,0,172,0.11,86,9,LJSP
5,SAHJAHAN ALI AHMED,Rashtriya Ulama Council,322,0,322,0.21,86,7,RUC
6,ANWAR WAHID,Independent,238,0,238,0.15,86,8,I
7,ASHA BEGUM,Independent,352,0,352,0.23,86,5,I
8,IKBAL HUSSAIN,Independent,153,0,153,0.1,86,11,I
9,JIABUR RAHMAN,Independent,158,2,160,0.1,86,10,I
10,NRIPENDRA MANDAL,Independent,325,3,328,0.21,86,6,I
11,NOTA,None of the Above,1092,3,1095,0.7,86,4,NOTA
1,JITU GOSWAMI,Bharatiya Janata Party,69799,312,70111,48.7,87,1,BJP
2,SURESH BORAH,Indian National Congress,69111,249,69360,48.18,87,2,INC
3,DIPIKA SAIKIA KEOT,Assam Jatiya Parishad,1901,21,1922,1.34,87,3,AJP
4,PARBIN CHOUDHURY,Asom Jana Morcha,332,1,333,0.23,87,7,AJM
5,SONARAM BORA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),520,3,523,0.36,87,5,SUCOI(C)
6,SAMSHEDDIN AHMED,Independent,416,1,417,0.29,87,6,I
7,NOTA,None of the Above,1285,6,1291,0.9,87,4,NOTA
1,ANIL SAIKIA,Bharatiya Janata Party,54790,235,55025,39.4,88,2,BJP
2,RAKIBUL HUSSAIN,Indian National Congress,80813,310,81123,58.09,88,1,INC
3,ABIDUR RAHMAN,Assam Jatiya Parishad,1670,8,1678,1.2,88,3,AJP
4,PRANJIT BHOWMIK,Bharatiya Gana Parishad,702,3,705,0.5,88,5,BGP
5,NOTA,None of the Above,1115,1,1116,0.8,88,4,NOTA
1,Keshab Mahanta,Asom Gana Parishad,72591,1086,73677,59.06,89,1,AGP
2,Prasanta Kumar Saikia,Indian National Congress,44243,714,44957,36.04,89,2,INC
3,Mukul Baruah,Assam Jatiya Parishad,2595,32,2627,2.11,89,3,AJP
4,Bhaskar Sarmah,Independent,1624,52,1676,1.34,89,5,I
5,NOTA,None of the Above,1790,19,1809,1.45,89,4,NOTA
1,Sadik Ullah Bhuyan,Asom Gana Parishad,18259,83,18342,9.8,90,2,AGP
2,Siraj Uddin Ajmal,All India United Democratic Front,136148,754,136902,73.14,90,1,AIUDF
3,Rezwan Ahmed,All India Trinamool Congress,1386,24,1410,0.75,90,8,AITC
4,Jahirul Islam Laskar,Janata Dal (United),234,4,238,0.13,90,14,JD(U)
5,Bodrul Hoque,Assam Jatiya Parishad,3275,17,3292,1.76,90,5,AJP
6,Abdul Kadir,Independent,213,4,217,0.12,90,15,I
7,Abdul Malik Borbhuyan,Independent,287,2,289,0.15,90,13,I
8,Gauri Kuwar,Independent,369,4,373,0.2,90,12,I
9,Siraj Uddin,Independent,381,2,383,0.2,90,11,I
10,Diluwara Begum Chowdhury,Independent,17911,117,18028,9.63,90,3,I
11,Nashir Uddin Laskar,Independent,595,1,596,0.32,90,9,I
12,Noor Ahmed,Independent,508,2,510,0.27,90,10,I
13,Badar Uddin,Independent,3361,9,3370,1.8,90,4,I
14,Hari Mohan Das,Independent,1652,5,1657,0.89,90,6,I
15,NOTA,None of the Above,1567,8,1575,0.84,90,7,NOTA
1,Debabrata Saha,Indian National Congress,91789,219,92008,41.43,91,2,INC
2,Ramkrishna Ghosh,Bharatiya Janata Party,125259,531,125790,56.64,91,1,BJP
3,Raj Kumar Gupta,Lok Raksha Party,1131,6,1137,0.51,91,4,LRP
4,Dulal Sutradhar,Independent,724,3,727,0.33,91,5,I
5,Najmul Hussain Laskar,Independent,708,2,710,0.32,91,6,I
6,NOTA,None of the Above,1720,4,1724,0.78,91,3,NOTA
1,Tutu Acharjya,All India Trinamool Congress,927,1,928,0.53,92,6,AITC
2,Sibu Misra,Bharatiya Janata Party,88944,164,89108,51.04,92,1,BJP
3,Swapan Kar,Indian National Congress,77263,114,77377,44.32,92,2,INC
4,Mausumi Sarma Bezbaruah,Assam Jatiya Parishad,3251,9,3260,1.87,92,3,AJP
5,Iskikar Ahmed,Independent,696,0,696,0.4,92,8,I
6,Ujjal Deb,Independent,729,3,732,0.42,92,7,I
7,Sayed Hussain Borbhuyan,Independent,993,0,993,0.57,92,5,I
8,NOTA,None of the Above,1483,2,1485,0.85,92,4,NOTA
1,ATUL BORA,Asom Gana Parishad,72067,863,72930,60.56,93,1,AGP
2,MRIDUL SAIKIA,Nationalist Congress Party,961,22,983,0.82,93,9,NCP
3,REBA KANTA GOGOI,Assam Jatiya Parishad,2295,39,2334,1.94,93,6,AJP
4,SIMON TANTI,Independent,639,10,649,0.54,93,12,I
5,JITEN GOGOI,Independent,5453,97,5550,4.61,93,3,I
6,JIBON CHANDRA BORAH,Independent,3281,79,3360,2.79,93,4,I
7,DINESH KARMAKAR,Independent,912,16,928,0.77,93,11,I
8,DULAL BORA,Independent,1521,24,1545,1.28,93,7,I
9,PRANAB DOLEY,Independent,27405,344,27749,23.04,93,2,I
10,BIJOY KUTUM,Independent,969,15,984,0.82,93,8,I
11,HEMANTA DOLOI,Independent,927,6,933,0.77,93,10,I
12,NOTA,None of the Above,2465,17,2482,2.06,93,5,NOTA
1,BISWAJIT PHUKAN,Bharatiya Janata Party,106425,665,107090,51.49,94,1,BJP
2,ROSELINA TIRKEY,Indian National Congress,67351,380,67731,32.57,94,2,INC
3,RAJU PHUKAN,Assam Jatiya Parishad,27446,210,27656,13.3,94,3,AJP
4,GOPAL GOGOI,Independent,2528,36,2564,1.23,94,5,I
5,NOTA,None of the Above,2943,2,2945,1.42,94,4,NOTA
1,Ajanta Neog,Bharatiya Janata Party,81054,597,81651,50.63,95,1,BJP
2,Bitupan Saikia,Indian National Congress,71841,485,72326,44.84,95,2,INC
3,Rina Saikia,Assam Jatiya Parishad,5013,49,5062,3.14,95,3,AJP
4,NOTA,None of the Above,2233,12,2245,1.39,95,4,NOTA
1,Bismita Gogoi,Indian National Congress,38284,238,38522,33.14,96,2,INC
2,Mrinal Saikia,Bharatiya Janata Party,65270,385,65655,56.49,96,1,BJP
3,Susenfa Gogoi,Asom Songrami Mancha(Asom),1083,7,1090,0.94,96,6,ASM
4,Paban Saikia,Assam Jatiya Parishad,7348,20,7368,6.34,96,3,AJP
5,Dipak Guwala,Independent,668,4,672,0.58,96,7,I
6,Priyam Konwar,Independent,1526,1,1527,1.31,96,4,I
7,NOTA,None of the Above,1398,1,1399,1.2,96,5,NOTA
1,BANI HAZARIKA,Indian National Congress,51171,375,51546,38.73,97,2,INC
2,BHABENDRA NATH BHARALI,Asom Gana Parishad,63612,431,64043,48.12,97,1,AGP
3,ANANDA CHANDRA DAS,Assam Jatiya Parishad,7477,108,7585,5.7,97,3,AJP
4,PROBIN DAS,Independent,7452,35,7487,5.63,97,4,I
5,NOTA,None of the Above,2421,20,2441,1.83,97,5,NOTA
1,RANA GOSWAMI,Indian National Congress,61181,652,61833,44.2,98,2,INC
2,HITENDRA NATH GOSWAMI,Bharatiya Janata Party,67500,821,68321,48.84,98,1,BJP
3,NIROD CHANGKAKOTI,Assam Jatiya Parishad,6843,82,6925,4.95,98,3,AJP
4,RANJIT BARUAH,Independent,1087,13,1100,0.79,98,5,I
5,NOTA,None of the Above,1701,16,1717,1.23,98,4,NOTA
1,RAJIB LOCHAN PEGU,Indian National Congress,28047,197,28244,26.7,99,2,INC
2,SARBANANDA SONOWAL,Bharatiya Janata Party,70618,818,71436,67.53,99,1,BJP
3,BHAITY RICHONG,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1074,6,1080,1.02,99,4,SUCOI(C)
4,SISHUDHAR DOLEY,Assam Jatiya Parishad,3201,45,3246,3.07,99,3,AJP
5,PURNA PEGU,Independent,694,7,701,0.66,99,6,I
6,NOTA,None of the Above,1070,5,1075,1.02,99,5,NOTA
1,Bhaskar Jyoti Baruah,Indian National Congress,63711,592,64303,52.89,100,1,INC
2,Hemanta Kalita,Bharatiya Janata Party,50425,499,50924,41.89,100,2,BJP
3,Sailendra Kumar Hazarika,Assam Jatiya Parishad,3832,53,3885,3.2,100,3,AJP
4,Dilip Gogoi,Independent,890,11,901,0.74,100,5,I
5,NOTA,None of the Above,1557,5,1562,1.28,100,4,NOTA
1,Ramani Tanti,Bharatiya Janata Party,44703,159,44862,46.81,101,2,BJP
2,Rupjyoti Kurmi,Indian National Congress,47093,215,47308,49.36,101,1,INC
3,Gopal Chandra Ghatuwar,Asom Songrami Mancha(Asom),1602,10,1612,1.68,101,4,ASM
4,NOTA,None of the Above,2048,8,2056,2.15,101,3,NOTA
1,PALLABI GOGOI,Indian National Congress,45752,453,46205,44.48,102,2,INC
2,RENUPOMA RAJKHOWA,Asom Gana Parishad,47121,434,47555,45.78,102,1,AGP
3,RUBI NEOG,Lok Jan Shakti Party,1057,52,1109,1.07,102,6,LJSP
4,KABINDRA CHETIA PHUKAN,Independent,5923,33,5956,5.73,102,3,I
5,SIMANTA KUMAR DUTTA,Independent,1110,10,1120,1.08,102,5,I
6,NOTA,None of the Above,1904,23,1927,1.86,102,4,NOTA
1,Angkita Dutta,Indian National Congress,43315,397,43712,42.08,103,2,INC
2,PRODIP HAZARIKA,Asom Gana Parishad,49420,471,49891,48.03,103,1,AGP
3,Chandra Boruah,Assam Jatiya Parishad,6882,105,6987,6.73,103,3,AJP
4,Pradip Hazarika,Independent,1011,11,1022,0.98,103,5,I
5,Rajkumar Duwara,Independent,953,6,959,0.92,103,6,I
6,NOTA,None of the Above,1301,12,1313,1.26,103,4,NOTA
1,Debabrata Saikia,Indian National Congress,51905,482,52387,47.56,104,1,INC
2,Mayur Borgohain,Bharatiya Janata Party,51243,461,51704,46.94,104,2,BJP
3,Ribulaya Gogoi,Assam Jatiya Parishad,2859,37,2896,2.63,104,3,AJP
4,Horen Borgohain,All India Forward Bloc,637,3,640,0.58,104,6,AIFB
5,Mintu Boruah,Independent,1055,6,1061,0.96,104,5,I
6,NOTA,None of the Above,1461,9,1470,1.33,104,4,NOTA
1,BIMAN BORUAH,Nationalist Congress Party,688,5,693,0.61,105,6,NCP
2,JOGEN MOHAN,Bharatiya Janata Party,50899,383,51282,45.18,105,1,BJP
3,SURUJ DEHINGIA,Indian National Congress,37908,239,38147,33.61,105,2,INC
4,BHUPEN PHUKON,All India Forward Bloc,594,1,595,0.52,105,8,AIFB
5,MANIK GOGOI,Assam Jatiya Parishad,11287,70,11357,10.01,105,3,AJP
6,RANJIT SAHU,Independent,638,4,642,0.57,105,7,I
7,LOHIT GOGOI,Independent,9405,36,9441,8.32,105,4,I
8,NOTA,None of the Above,1338,2,1340,1.18,105,5,NOTA
1,DHARMESWAR KONWAR,Bharatiya Janata Party,69247,443,69690,48.0,106,1,BJP
2,SUSHIL KUMAR SURI,Indian National Congress,54346,227,54573,37.59,106,2,INC
3,GAUTOM HATIMURIA,Assam Jatiya Parishad,16738,61,16799,11.57,106,3,AJP
4,RATAN HEMROM,Independent,1613,4,1617,1.11,106,5,I
5,NOTA,None of the Above,2501,9,2510,1.73,106,4,NOTA
1,KUSHAL DOWARI,Bharatiya Janata Party,45613,407,46020,47.49,107,2,BJP
2,SUSHANTA BORGOHAIN,Indian National Congress,47643,383,48026,49.56,107,1,INC
3,DIPEN TANTI,Assam Jatiya Parishad,1662,43,1705,1.76,107,3,AJP
4,NOTA,None of the Above,1140,6,1146,1.18,107,4,NOTA
1,Ajit Hazarika,Nationalist Congress Party,428,6,434,0.35,108,7,NCP
2,Subhramitra Gogoi,Indian National Congress,19147,182,19329,15.56,108,3,INC
3,Surabhi Rajkonwari,Bharatiya Janata Party,44964,380,45344,36.5,108,2,BJP
4,AKHIL GOGOI,Independent,56914,305,57219,46.06,108,1,I
5,RUPA BORAH,Independent,815,4,819,0.66,108,4,I
6,Hemanta Boruah,Independent,429,6,435,0.35,108,6,I
7,NOTA,None of the Above,635,4,639,0.51,108,5,NOTA
1,DR. AMIYA KUMAR BHUYAN,Bharatiya Janata Party,58592,387,58979,48.53,109,1,BJP
2,BHUPEN KUMAR BORAH,Indian National Congress,48511,290,48801,40.16,109,2,INC
3,ACHYUT SAIKIA (MADHAB),Assam Jatiya Parishad,6423,87,6510,5.36,109,3,AJP
4,SHOBHESHWAR GOGOI,Voters Party International,726,3,729,0.6,109,8,VPI
5,ANUP SAIKIA,Independent,2532,13,2545,2.09,109,4,I
6,TULESWAR PEGU,Independent,1922,10,1932,1.59,109,5,I
7,PREMADHAR BORA,Independent,726,18,744,0.61,109,7,I
8,MOHIM BANIA,Independent,471,1,472,0.39,109,9,I
9,NOTA,None of the Above,807,7,814,0.67,109,6,NOTA
1,JAYANTA KHAUND,Asom Gana Parishad,35003,276,35279,18.23,110,4,AGP
2,DIPAK SAIKIA,Nationalist Congress Party,570,11,581,0.3,110,13,NCP
3,BIRI JOY,National People's Party,3774,5,3779,1.95,110,5,NPP
4,BHARAT CHANDRA NARAH,Indian National Congress,52697,208,52905,27.34,110,1,INC
5,ANUPAM CHUTIA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),780,1,781,0.4,110,11,SUCOI(C)
6,UBAIDUR RAHMAN,Rashtriya Ulama Council,735,0,735,0.38,110,12,RUC
7,PUTALI KAYASTHA,Assam Jatiya Parishad,1906,28,1934,1.0,110,8,AJP
8,BIKASH DEBNATH,Bharatiya Gana Parishad,3053,18,3071,1.59,110,6,BGP
9,AJIJUR RAHMAN,Independent,49156,136,49292,25.47,110,2,I
10,ABDUL GOFFUR,Independent,1299,1,1300,0.67,110,9,I
11,SAHEBA AHMED,Independent,1029,3,1032,0.53,110,10,I
12,RAO GAJENDRA SINGH,Independent,40610,100,40710,21.04,110,3,I
13,NOTA,None of the Above,2092,10,2102,1.09,110,7,NOTA
1,UTPAL DUTTA,Asom Gana Parishad,12368,118,12486,7.99,111,3,AGP
2,DR. JOY PRAKASH DAS (J.P.),Indian National Congress,66965,386,67351,43.09,111,2,INC
3,MANAB DEKA,Bharatiya Janata Party,70032,355,70387,45.03,111,1,BJP
4,DILWAR HUSSAIN,Voters Party International,950,3,953,0.61,111,7,VPI
5,BIRINCHI PEGU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),463,4,467,0.3,111,8,SUCOI(C)
6,RANJAN BORPATRA GOHAIN,Assam Jatiya Parishad,2430,23,2453,1.57,111,4,AJP
7,NIRMAL PAYENG,Independent,1082,5,1087,0.7,111,6,I
8,NOTA,None of the Above,1106,8,1114,0.71,111,5,NOTA
1,NABA KUMAR DOLEY,Bharatiya Janata Party,85371,1011,86382,50.83,112,1,BJP
2,PADMALOCHAN DOLEY,Indian National Congress,75923,863,76786,45.18,112,2,INC
3,JUTIKA DOLEY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),893,12,905,0.53,112,6,SUCOI(C)
4,LALIT PEGU,Voters Party International,1613,16,1629,0.96,112,4,VPI
5,SATYAJIT REGAN,Assam Jatiya Parishad,2949,39,2988,1.76,112,3,AJP
6,NOTA,None of the Above,1245,9,1254,0.74,112,5,NOTA
1,Ranoj Pegu,Bharatiya Janata Party,86744,937,87681,45.33,113,1,BJP
2,Sailen Sonowal,Indian National Congress,44228,604,44832,23.18,113,3,INC
3,Chittaranjan Basumatary,Assam Jatiya Parishad,56528,361,56889,29.41,113,2,AJP
4,Hem Kanta Miri,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1149,9,1158,0.6,113,6,SUCOI(C)
5,Ayub Khang Brahma,Independent,1190,19,1209,0.63,113,5,I
6,NOTA,None of the Above,1629,14,1643,0.85,113,4,NOTA
1,BHUBAN PEGU,Bharatiya Janata Party,167875,536,168411,68.69,114,1,BJP
2,HEMA HARI PRASANNA PEGU,Indian National Congress,57227,197,57424,23.42,114,2,INC
3,PHANIRAM TAYENG,Assam Jatiya Parishad,7680,46,7726,3.15,114,3,AJP
4,BHAGYA CHUNGKRANG,Janata Dal (United),1001,5,1006,0.41,114,7,JD(U)
5,BHABANI BORO,Independent,1491,20,1511,0.62,114,6,I
6,MADHAB MACHAHARY,Independent,6382,22,6404,2.61,114,4,I
7,NOTA,None of the Above,2663,13,2676,1.09,114,5,NOTA
1,CHAKRADHAR GOGOI,Bharatiya Janata Party,54970,634,55604,49.68,115,1,BJP
2,PRANJAL GHATOWAR,Indian National Congress,33051,212,33263,29.72,115,2,INC
3,SANJIB CHANGMAI,Assam Jatiya Parishad,9359,140,9499,8.49,115,3,AJP
4,ELIASH SICHAN,Independent,507,11,518,0.46,115,7,I
5,MOHINI MOHAN LIGIRA,Independent,8763,71,8834,7.89,115,4,I
6,RAPHAEL KUJUR,Independent,2276,17,2293,2.05,115,5,I
7,NOTA,None of the Above,1895,15,1910,1.71,115,6,NOTA
1,PRASANTA PHUKAN,Bharatiya Janata Party,68029,733,68762,60.43,116,1,BJP
2,RAJKUMAR NILANETRA NEOG,Indian National Congress,30512,245,30757,27.03,116,2,INC
3,AJIT BORGOHAIN,Assam Jatiya Parishad,10971,91,11062,9.72,116,3,AJP
4,SYED MAHSHINUR RAHMAN,Asom Songrami Mancha(Asom),596,5,601,0.53,116,6,ASM
5,KAMAL HAZARIKA,Independent,750,5,755,0.66,116,5,I
6,NOTA,None of the Above,1834,11,1845,1.62,116,4,NOTA
1,BINOD HAZARIKA,Bharatiya Janata Party,58773,522,59295,48.13,117,1,BJP
2,MANOJ DHANOWAR,Indian National Congress,41751,296,42047,34.13,117,2,INC
3,PRANAB SAIKIA,Rashtriya Lok Samta Party,1214,3,1217,0.99,117,7,RLSP
4,LIKHON BORUAH,Assam Jatiya Parishad,10638,88,10726,8.71,117,3,AJP
5,DIBYAJIT DUTTA,Independent,5561,15,5576,4.53,117,4,I
6,PROBHU LAL VAISHNAVA,Independent,1365,6,1371,1.11,117,6,I
7,NOTA,None of the Above,2937,17,2954,2.4,117,5,NOTA
1,TERASH GOWALA,Bharatiya Janata Party,54376,386,54762,42.35,118,1,BJP
2,DHRUBAJYOTI GOGOI,Indian National Congress,46392,260,46652,36.08,118,2,INC
