O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
24,MURTHY.T.C.S,Independent,42,1,43,0.04,17,20,I
25,VINDHAN.A,Independent,10,0,10,0.01,17,27,I
26,VELU.G,Independent,27,0,27,0.02,17,22,I
27,NOTA,None of the Above,896,5,901,0.74,17,6,NOTA
1,SEKARBABU. P.K,Dravida Munnetra Kazhagam,59073,244,59317,58.35,18,1,DMK
2,RAVIKUMAR. C,Bahujan Samaj Party,410,0,410,0.4,18,7,BSP
3,VINOJ. P. SELVAM,Bharatiya Janata Party,31971,72,32043,31.52,18,2,BJP
4,AHAMED FAZIL. M,Naam Tamilar Katchi,3345,12,3357,3.3,18,4,NTK
5,SANTHANA KRISHNAN. P,Amma Makkal Munnettra Kazagam,771,4,775,0.76,18,6,AMMK
6,RAMESH. A,Makkal Needhi Maiam,3758,5,3763,3.7,18,3,MNM
7,ANANDRAJ. T.K,Independent,21,0,21,0.02,18,22,I
8,UDHAYAKUMAR. V,Independent,25,0,25,0.02,18,19,I
9,GANESH. S,Independent,68,0,68,0.07,18,11,I
10,KAMAL. J,Independent,45,2,47,0.05,18,13,I
11,KRISHNAKUMAR. G,Independent,22,0,22,0.02,18,21,I
12,SHANKAR. A,Independent,37,1,38,0.04,18,15,I
13,CHANDRAN. R,Independent,13,0,13,0.01,18,25,I
14,SIVARAMAN. G,Independent,40,0,40,0.04,18,14,I
15,ZIONRAJ. M,Independent,18,0,18,0.02,18,24,I
16,SURESH. R,Independent,117,0,117,0.12,18,10,I
17,SELVAM. P,Independent,247,0,247,0.24,18,8,I
18,SELVAKUMAR. R,Independent,37,0,37,0.04,18,16,I
19,SELVARAJ. S,Independent,63,0,63,0.06,18,12,I
20,DAMODHARAN. A.G,Independent,20,0,20,0.02,18,23,I
21,NAGARAJ. S,Independent,10,0,10,0.01,18,28,I
22,PUGALENTHI. P,Independent,28,0,28,0.03,18,18,I
23,MAHALINGAM. D,Independent,10,0,10,0.01,18,28,I
24,RAGHUNATH. K,Independent,13,0,13,0.01,18,25,I
25,RAMESH. D,Independent,11,1,12,0.01,18,27,I
26,RAMKI. P,Independent,33,0,33,0.03,18,17,I
27,VIVEK RAM. A,Independent,166,0,166,0.16,18,9,I
28,SRINIVASAN. P,Independent,25,0,25,0.02,18,19,I
29,NOTA,None of the Above,909,3,912,0.9,18,5,NOTA
1,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,92636,649,93285,67.89,19,1,DMK
2,RAGHU C,Bahujan Samaj Party,715,8,723,0.53,19,7,BSP
3,ABID BAKSHQ H HUSSAIN,Republican Party of India (Athawale),104,1,105,0.08,19,15,RPI(A)
4,RAVI M L,Desiya Makkal Sakthi Katchi,89,0,89,0.06,19,16,DMSK
5,RAJENDRAN L,Amma Makkal Munnettra Kazagam,1865,8,1873,1.36,19,6,AMMK
6,KASSALI A.V.A,Pattali Makkal Katchi,23763,167,23930,17.42,19,2,PMK
7,TABREZ,Tipu Sultan Party,366,1,367,0.27,19,8,TSP
8,MOHAMMED IDRIS K,Indiya Jananayaka Katchi,4090,6,4096,2.98,19,4,IJK
9,MOHAMED RIOZ,Anaithu Makkal Arasiyal Katchi,112,0,112,0.08,19,13,AMAK
10,JAYASIMMARAJA S M,Naam Tamilar Katchi,9170,23,9193,6.69,19,3,NTK
11,ANANDAN K,Independent,87,1,88,0.06,19,17,I
12,KANNAN C,Independent,63,2,65,0.05,19,19,I
13,Ganesan P,Independent,39,0,39,0.03,19,25,I
14,KRISHNADASAN S,Independent,57,0,57,0.04,19,20,I
15,CHANDRANATHAN S,Independent,118,0,118,0.09,19,12,I
16,SRINIVASAN,Independent,138,1,139,0.1,19,11,I
17,SENTHIL KUMAR H,Independent,244,0,244,0.18,19,10,I
18,DILLIRAJ P,Independent,49,0,49,0.04,19,23,I
19,NAGARAJAN,Independent,109,1,110,0.08,19,14,I
20,BALAJI K,Independent,34,1,35,0.03,19,26,I
21,BALAJI C,Independent,53,0,53,0.04,19,21,I
22,MANIKANDAN E,Independent,49,1,50,0.04,19,22,I
23,MADHANA GOPAL T,Independent,42,0,42,0.03,19,24,I
24,MOHAMMED HUSSAIN,Independent,33,1,34,0.02,19,27,I
25,MUNIYANDI,Independent,81,0,81,0.06,19,18,I
26,RAVI E,Independent,353,14,367,0.27,19,8,I
27,NOTA,None of the Above,2047,14,2061,1.5,19,5,NOTA
1,EZHILAN N,Dravida Munnetra Kazhagam,71437,430,71867,52.87,20,1,DMK
2,KUSHBOO SUNDAR,Bharatiya Janata Party,39237,168,39405,28.99,20,2,BJP
3,WILLIAMS D,Bahujan Samaj Party,245,1,246,0.18,20,7,BSP
4,K M SHARIFF,Makkal Needhi Maiam,11769,22,11791,8.67,20,3,MNM
5,DOMNIC A,Nam India Naam Indiyar Katchi,72,0,72,0.05,20,11,NINIK
6,RIAZ(A) SYED ZAKEERULLA,Anaithu Makkal Arasiyal Katchi,52,0,52,0.04,20,17,AMAK
7,VAIDHYANATHAN N,Amma Makkal Munnettra Kazagam,1145,10,1155,0.85,20,6,AMMK
8,SHERINE AJ,Naam Tamilar Katchi,8860,24,8884,6.54,20,4,NTK
9,SANJEEVI S,Independent,66,0,66,0.05,20,12,I
10,SUDAKAR R,Independent,63,3,66,0.05,20,12,I
11,SEKAR K,Independent,30,1,31,0.02,20,21,I
12,DEEBAN M,Independent,37,0,37,0.03,20,20,I
13,NIRMAL KUMAR S,Independent,53,0,53,0.04,20,16,I
14,P PARIMALA,Independent,47,0,47,0.03,20,18,I
15,BABU A,Independent,65,0,65,0.05,20,14,I
16,PARTHIBAN V,Independent,154,0,154,0.11,20,10,I
17,MANIVANNAN N,Independent,229,0,229,0.17,20,9,I
18,RADHA KRISHNAN S,Independent,230,1,231,0.17,20,8,I
19,VELRAJ S,Independent,41,1,42,0.03,20,19,I
20,A GEORGE BENNY,Independent,62,0,62,0.05,20,15,I
21,NOTA,None of the Above,1381,4,1385,1.02,20,5,NOTA
1,S. Gokula Indira,All India Anna Dravida Munnetra Kazhagam,52297,312,52609,31.87,21,2,AIADMK
2,M.K. Mohan,Dravida Munnetra Kazhagam,79356,698,80054,48.49,21,1,DMK
3,D. JeevithKumar,Bahujan Samaj Party,220,0,220,0.13,21,8,BSP
4,Ansar Ahamed,Anaithu Makkal Arasiyal Katchi,69,0,69,0.04,21,16,AMAK
5,K.N. Gunasekaran,Amma Makkal Munnettra Kazagam,1163,6,1169,0.71,21,6,AMMK
6,S. Shankar,Naam Tamilar Katchi,10361,45,10406,6.3,21,4,NTK
7,P. Dhanasekar,Nam India Naam Indiyar Katchi,59,0,59,0.04,21,18,NINIK
8,J. Nagaraj,New Generation People’s Party,53,0,53,0.03,21,20,NGPP
9,V. Paulraj Guna,Republican Party of India (Athawale),73,0,73,0.04,21,15,RPI(A)
10,S.D. Prabhakar,Tamil Nadu Ilangyar Katchi,406,2,408,0.25,21,7,TNIK
11,V. Ponraj,Makkal Needhi Maiam,17434,88,17522,10.61,21,3,MNM
12,S. Yuvaraja,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,56,0,56,0.03,21,19,VTVTK
13,M. Veriyandi,Anna MGR Dravida Makkal Kalgam,32,0,32,0.02,21,21,AMDMK
14,L. Kasinathan,Independent,74,0,74,0.04,21,14,I
15,P.E. Gopinath,Independent,62,0,62,0.04,21,17,I
16,S. Sathyanarayanan,Independent,158,0,158,0.1,21,9,I
17,K. Sathish Kumar,Independent,125,0,125,0.08,21,11,I
18,R. Saravanan,Independent,122,0,122,0.07,21,12,I
19,V.M. Nagarajan,Independent,84,2,86,0.05,21,13,I
20,P. Manimaran,Independent,13,0,13,0.01,21,23,I
21,M. Manokaran,Independent,27,0,27,0.02,21,22,I
22,A. Jayaprakash,Independent,12,0,12,0.01,21,24,I
23,Hari Shankar,Independent,141,1,142,0.09,21,10,I
24,NOTA,None of the Above,1529,16,1545,0.94,21,5,NOTA
1,B.PARTHASARATHY,Desiya Murpokku Dravida Kazhagam,1584,1,1585,0.94,22,6,DMDK
2,AMV.PRABHAKARA RAJA,Dravida Munnetra Kazhagam,73814,537,74351,43.97,22,1,DMK
3,VIRUGAI V.N.RAVI,All India Anna Dravida Munnetra Kazhagam,55526,458,55984,33.11,22,2,AIADMK
4,M.S.ISMAIL KHAN,All India Jananayaka Makkal Kazhagam,206,3,209,0.12,22,10,AIJMK
5,SENEGAN,Makkal Needhi Maiam,16871,68,16939,10.02,22,3,MNM
6,G.THANIGACHALAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,90,0,90,0.05,22,14,VTVTK
7,S.R.DINESH KUMAR,Anna MGR Dravida Makkal Kalgam,40,1,41,0.02,22,26,AMDMK
8,R.PRABAHARAN,Tamizhaga Murpokku Makkal Katchi,63,2,65,0.04,22,20,TMMK
9,MANJU,Anaithu Makkal Arasiyal Katchi,89,1,90,0.05,22,14,AMAK
10,G.RAVI,Rashtriya Janata Dal,69,4,73,0.04,22,17,RJD
11,T.S.RAJENDRAN,Naam Tamilar Katchi,10153,32,10185,6.02,22,4,NTK
12,M.ELLANGOVAN,Independent,68,4,72,0.04,22,18,I
13,V.K.KATHIR,Independent,48,0,48,0.03,22,25,I
14,S.GUNASEKAR,Independent,86,2,88,0.05,22,16,I
15,M.GUNASEKARAN (A) STAR M.GUNASEKARAN,Independent,5165,21,5186,3.07,22,5,I
16,V.GUNASEKARAN,Independent,131,0,131,0.08,22,12,I
17,E.SANKAR,Independent,68,0,68,0.04,22,19,I
18,SATHASIVAM,Independent,344,0,344,0.2,22,9,I
19,M.SIVAKUMAR,Independent,119,0,119,0.07,22,13,I
20,M.SRINIVASAN,Independent,49,0,49,0.03,22,23,I
21,D.SUNDAR SINGH,Independent,56,0,56,0.03,22,21,I
22,V.K.SENTHIL KUMAR,Independent,24,0,24,0.01,22,28,I
23,V.THALAPATHI,Independent,49,0,49,0.03,22,23,I
24,D.PRABAKARAN,Independent,55,1,56,0.03,22,21,I
25,K.BOOPATHY,Independent,34,0,34,0.02,22,27,I
26,M.MANNU,Independent,146,2,148,0.09,22,11,I
27,R.MAYILSAMY,Independent,1436,4,1440,0.85,22,8,I
28,NOTA,None of the Above,1551,12,1563,0.92,22,7,NOTA
1,KOTTUR KUMAR. R,Bahujan Samaj Party,608,0,608,0.38,23,7,BSP
2,SUBRAMANIAN. MA,Dravida Munnetra Kazhagam,79492,479,79971,49.88,23,1,DMK
3,SAIDAI DURAISAMY,All India Anna Dravida Munnetra Kazhagam,50523,153,50676,31.61,23,2,AIADMK
4,SAGAYAMARY. N,Republican Party of India (Athawale),207,1,208,0.13,23,8,RPI(A)
5,SIVAGNANASAMBANDAN. T,Desiya Makkal Sakthi Katchi,109,2,111,0.07,23,14,DMSK
6,SNEGAPRIYA,Makkal Needhi Maiam,13385,41,13426,8.37,23,3,MNM
7,SURESH KUMAR. B,Naam Tamilar Katchi,10658,30,10688,6.67,23,4,NTK
8,SENTHAMIZHAN. G,Amma Makkal Munnettra Kazagam,2107,5,2112,1.32,23,5,AMMK
9,ASHOK KUMAR. V,Independent,42,0,42,0.03,23,19,I
10,ARUN KUMAR. M,Independent,30,0,30,0.02,23,26,I
11,ALAGANATHAN. B,Independent,19,0,19,0.01,23,31,I
12,IMRAN KHAN. M,Independent,46,0,46,0.03,23,18,I
13,ELANGO. K,Independent,21,1,22,0.01,23,29,I
14,KANDHASAMY. R,Independent,141,0,141,0.09,23,11,I
15,KOTHANDAPANI. K,Independent,47,0,47,0.03,23,17,I
16,SATHISH KUMAR. S,Independent,121,0,121,0.08,23,13,I
17,SARAVANAN. D,Independent,93,0,93,0.06,23,15,I
18,SIVASANKAR. S. R,Independent,181,0,181,0.11,23,9,I
19,BALAJI. V,Independent,143,0,143,0.09,23,10,I
20,PRAKASH. C,Independent,22,0,22,0.01,23,29,I
21,PREM KUMAR. A,Independent,40,0,40,0.02,23,21,I
22,MANIMARAN. S,Independent,42,0,42,0.03,23,19,I
23,MURTHI. R,Independent,126,0,126,0.08,23,12,I
24,RAJESH. N,Independent,24,0,24,0.01,23,28,I
25,RISHI KUMAR. A,Independent,30,0,30,0.02,23,26,I
26,LOGANATHAN. J,Independent,35,0,35,0.02,23,23,I
27,VASANTH. H,Independent,30,0,30,0.02,23,26,I
28,VIJAYA KUMAR. R,Independent,37,0,37,0.02,23,22,I
29,VENKATESH. K,Independent,32,0,32,0.02,23,24,I
30,JOTHI SAIRAM. S,Independent,66,0,66,0.04,23,16,I
31,NOTA,None of the Above,1155,3,1158,0.72,23,6,NOTA
1,KARUNANITHI J,Dravida Munnetra Kazhagam,55465,570,56035,40.57,24,1,DMK
2,SATHIYANAARAYANAN B,All India Anna Dravida Munnetra Kazhagam,55006,892,55898,40.47,24,2,AIADMK
3,JOHNSON R,Bahujan Samaj Party,259,10,269,0.19,24,7,BSP
4,ELLAPPAN A.K.D,Mahathma Makkal Munnetra Kazhakam,50,2,52,0.04,24,14,MMMK
5,KARUPPIAH PALA,Makkal Needhi Maiam,14473,94,14567,10.55,24,3,MNM
6,SIVASANKARI S,Naam Tamilar Katchi,8259,25,8284,6.0,24,4,NTK
7,DHANASEKARAN R,Desiya Makkal Sakthi Katchi,72,2,74,0.05,24,13,DMSK
8,DHANUSH M,United States of India Party,109,0,109,0.08,24,9,USIP
9,THIRUNAVUKKARASU V,Makkalatchi Katchi,33,2,35,0.03,24,15,MK
10,BHARANEESWARAN R,Amma Makkal Munnettra Kazagam,774,8,782,0.57,24,6,AMMK
11,VETRI SELVI,Anaithu Makkal Arasiyal Katchi,79,9,88,0.06,24,11,AMAK
12,KANNAN S,Independent,86,2,88,0.06,24,11,I
13,PALAYAN R,Independent,124,0,124,0.09,24,8,I
14,RAJASEKARAN D,Independent,92,0,92,0.07,24,10,I
15,NOTA,None of the Above,1597,20,1617,1.17,24,5,NOTA
1,NATARAJ.R,All India Anna Dravida Munnetra Kazhagam,55466,293,55759,36.34,25,2,AIADMK
2,BALAJI,Bahujan Samaj Party,410,3,413,0.27,25,7,BSP
3,VELU.DHA,Dravida Munnetra Kazhagam,67919,473,68392,44.58,25,1,DMK
4,KARTHICK.D,Amma Makkal Munnettra Kazagam,1113,5,1118,0.73,25,6,AMMK
5,SENTHIL KUMAR.D,Anaithu Makkal Arasiyal Katchi,82,0,82,0.05,25,16,AMAK
6,MAHALAKSHMI.K,Naam Tamilar Katchi,10098,26,10124,6.6,25,4,NTK
7,MOHANRAJ.J,Jebamani Janata,113,0,113,0.07,25,12,JJ
8,SRIPRIYA,Makkal Needhi Maiam,14850,54,14904,9.71,25,3,MNM
9,ARUNRAJ BALAN,Independent,76,0,76,0.05,25,17,I
10,KAJENDRAN.M,Independent,35,3,38,0.02,25,19,I
11,KUPPUSWAMY.T.M,Independent,26,0,26,0.02,25,23,I
12,SHANMUGARAJAN B,Independent,35,0,35,0.02,25,21,I
13,SELVAKUMAR,Independent,112,0,112,0.07,25,13,I
14,NATARAJAN P,Independent,127,2,129,0.08,25,10,I
15,NANDAGOPAL.G,Independent,85,2,87,0.06,25,15,I
16,NALLAPPAN.G,Independent,181,0,181,0.12,25,9,I
17,PASUPATHI PRAGALATHAN,Independent,117,0,117,0.08,25,11,I
18,MALAR KANNAN.R,Independent,29,0,29,0.02,25,22,I
19,RANGARAJAN.R,Independent,93,0,93,0.06,25,14,I
20,RADHA M (TRANSGENDER),Independent,203,0,203,0.13,25,8,I
21,VARATHARAJAN.V.S,Independent,49,1,50,0.03,25,18,I
22,V. VIJAYA KRISHNA,Independent,38,0,38,0.02,25,19,I
23,VENKATESH,Independent,24,0,24,0.02,25,24,I
24,NOTA,None of the Above,1279,8,1287,0.84,25,5,NOTA
1,JMH.AASSAN MAULAANA,Indian National Congress,67998,495,68493,38.76,26,1,INC
2,M.K.ASHOK,All India Anna Dravida Munnetra Kazhagam,63830,311,64141,36.3,26,2,AIADMK
3,C.VELU,Bahujan Samaj Party,473,4,477,0.27,26,8,BSP
4,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,86,1,87,0.05,26,17,TMMK
5,GEETHA,New Generation People’s Party,277,1,278,0.16,26,10,NGPP
6,M.KEERTHANA,Naam Tamilar Katchi,14142,29,14171,8.02,26,4,NTK
7,M.CHANDRABOSE,Amma Makkal Munnettra Kazagam,1972,5,1977,1.12,26,5,AMMK
8,A.CHANDRAN,MGR Makkal Katchi,85,0,85,0.05,26,18,MMK
9,Dr. SANTHOSH BABU IAS (Retd),Makkal Needhi Maiam,22992,80,23072,13.06,26,3,MNM
10,V.L.REVATHI JAYAKUMARI,Tamil Nadu Ilangyar Katchi,746,4,750,0.42,26,7,TNIK
11,J.VICTOR PAUL,Republican Party of India (Athawale),69,0,69,0.04,26,19,RPI(A)
12,D.VENKATESHAN,Anaithu Makkal Arasiyal Katchi,63,0,63,0.04,26,20,AMAK
13,G.YESUDASAN,Independent,48,0,48,0.03,26,22,I
14,K.KANNAN,Independent,57,0,57,0.03,26,21,I
15,S.GOKUL,Independent,89,0,89,0.05,26,16,I
16,V.SIVARAMAN,Independent,282,0,282,0.16,26,9,I
17,A.TAMIL AZHAGAN,Independent,229,0,229,0.13,26,11,I
18,N.MAHALAKSHMI,Independent,143,0,143,0.08,26,13,I
19,MURALI BALAJI,Independent,116,0,116,0.07,26,15,I
20,M.VIGNESH,Independent,34,0,34,0.02,26,23,I
21,A.VETRISELVAN,Independent,24,0,24,0.01,26,24,I
22,S.JOTHI KANNAN,Independent,116,1,117,0.07,26,14,I
23,V.HARIHARAN,Independent,170,0,170,0.1,26,12,I
24,NOTA,None of the Above,1725,17,1742,0.99,26,6,NOTA
1,S.ARAVINDRAMESH,Dravida Munnetra Kazhagam,168361,0,168361,44.12,27,1,DMK
2,K.P.KANDAN,All India Anna Dravida Munnetra Kazhagam,133600,0,133600,35.01,27,2,AIADMK
3,G.PRAKASH ROBERT,Bahujan Samaj Party,538,0,538,0.14,27,8,BSP
4,R.MURUGAN,Desiya Murpokku Dravida Kazhagam,3838,0,3838,1.01,27,5,DMDK
5,T.ELUMALAI,Anna MGR Dravida Munnetra Kazhagam,160,0,160,0.04,27,15,AMDMK
6,S.MICHAEL,Naam Tamilar Katchi,38344,0,38344,10.05,27,3,NTK
7,RAJIV KUMAR,Makkal Needhi Maiam,30002,0,30002,7.86,27,4,MNM
8,M.RAJESWARIPRIYA,Anaithu Makkal Arasiyal Katchi,423,0,423,0.11,27,11,AMAK
9,A.I.AHAMED SHAH,Independent,169,0,169,0.04,27,14,I
10,H.ARAVINDHKUMAR,Independent,444,0,444,0.12,27,10,I
11,P.ARULRAJ,Independent,67,0,67,0.02,27,23,I
12,R.RAVICHANDRAN,Independent,94,0,94,0.02,27,21,I
13,Dr. V.KANDAN,Independent,145,0,145,0.04,27,16,I
14,D.KALANITHI,Independent,94,0,94,0.02,27,21,I
15,D.SRINIVASAN,Independent,142,0,142,0.04,27,17,I
16,K.SURJITHKUMAR,Independent,666,0,666,0.17,27,7,I
17,S.SENTHIL,Independent,461,0,461,0.12,27,9,I
18,K.SENTHILKUMAR,Independent,304,0,304,0.08,27,12,I
19,R.SELVAVIGNESH,Independent,175,0,175,0.05,27,13,I
20,A.DHANASEKAR,Independent,57,0,57,0.01,27,24,I
21,K.NARASIMMAN,Independent,57,0,57,0.01,27,24,I
22,S.PRITHIVIRAJ,Independent,45,0,45,0.01,27,26,I
23,A.MOHAMMED GANI,Independent,42,0,42,0.01,27,27,I
24,E.RAJESH,Independent,127,0,127,0.03,27,18,I
25,D.VENUGOPAL,Independent,114,0,114,0.03,27,20,I
26,G.VELAVAN,Independent,122,0,122,0.03,27,19,I
27,NOTA,None of the Above,2991,0,2991,0.78,27,6,NOTA
1,T.M.Anbarasan,Dravida Munnetra Kazhagam,110481,0,110481,49.85,28,1,DMK
2,B.Valarmathi,All India Anna Dravida Munnetra Kazhagam,69434,0,69434,31.33,28,2,AIADMK
3,N.Raja,Desiya Makkal Sakthi Katchi,238,0,238,0.11,28,9,DMSK
4,G Kamalakannan,Tamil Nadu Ilangyar Katchi,1047,0,1047,0.47,28,7,TNIK
5,Dr.R.Karthikeyan,Naam Tamilar Katchi,15647,0,15647,7.06,28,4,NTK
6,Sarathbabu,Makkal Needhi Maiam,19465,0,19465,8.78,28,3,MNM
7,Subashree,Anaithu Makkal Arasiyal Katchi,187,0,187,0.08,28,13,AMAK
8,Dr.R.Suresh,Bhartiya Manavadhikaar Federal Party,58,0,58,0.03,28,20,BMFP
9,M Mohammed Thameem Ansari,SOCIAL DEMOCRATIC PARTY OF INDIA,1653,0,1653,0.75,28,6,SDPOI
10,Rajesh Chinnadurai,National Democratic Party of South India,51,0,51,0.02,28,22,NDPSI
11,J.Vincent,Republican Party of India (Athawale),33,0,33,0.01,28,25,RPI(A)
12,E.Anbarasu,Independent,188,0,188,0.08,28,12,I
13,S.Anbarasu,Independent,77,0,77,0.03,28,18,I
14,M Anbarasu,Independent,102,0,102,0.05,28,17,I
15,M.Ashok Kumar,Independent,69,0,69,0.03,28,19,I
16,Ali Mohamed,Independent,203,0,203,0.09,28,11,I
17,A.Abrahamlincon,Independent,247,0,247,0.11,28,8,I
18,P.Sathiyaraj,Independent,131,0,131,0.06,28,15,I
19,K Saravanan,Independent,38,0,38,0.02,28,23,I
20,C Saravanan,Independent,36,0,36,0.02,28,24,I
21,S.V.Saravanan,Independent,53,0,53,0.02,28,21,I
22,Nithyanandham S,Independent,105,0,105,0.05,28,16,I
23,B Raji,Independent,24,0,24,0.01,28,26,I
24,M.Valarmathi,Independent,214,0,214,0.1,28,10,I
25,S.Sridhar,Independent,146,0,146,0.07,28,14,I
26,NOTA,None of the Above,1720,0,1720,0.78,28,5,NOTA
1,SELVAPERUNTHAGAI,Indian National Congress,114554,799,115353,43.65,29,1,INC
2,PALANI,All India Anna Dravida Munnetra Kazhagam,104017,457,104474,39.53,29,2,AIADMK
3,VINOTH,Bahujan Samaj Party,802,1,803,0.3,29,8,BSP
4,THANIGAIVEL,Makkal Needhi Maiam,8838,32,8870,3.36,29,4,MNM
5,PUSHPARAJ,Naam Tamilar Katchi,21998,36,22034,8.34,29,3,NTK
6,PERUMAL,Amma Makkal Munnettra Kazagam,3125,19,3144,1.19,29,6,AMMK
7,LOKESH,Desiya Makkal Sakthi Katchi,123,0,123,0.05,29,14,DMSK
8,SAROJA,Independent,280,2,282,0.11,29,9,I
9,SUDHAKAR,Independent,88,12,100,0.04,29,15,I
10,DEVARAJAN,Independent,114,15,129,0.05,29,12,I
11,PARTHIBAN,Independent,74,0,74,0.03,29,16,I
12,LEENA,Independent,138,0,138,0.05,29,10,I
13,VASANTHI,Independent,123,1,124,0.05,29,13,I
14,VEDHAGIRI,Independent,132,3,135,0.05,29,11,I
15,VAIRAMUTHU,Independent,6325,15,6340,2.4,29,5,I
16,NOTA,None of the Above,2132,7,2139,0.81,29,7,NOTA
1,RAJENDRAN,All India Anna Dravida Munnetra Kazhagam,77516,0,77516,33.84,30,2,AIADMK
2,KARUNANITHI,Dravida Munnetra Kazhagam,106952,0,106952,46.69,30,1,DMK
3,KARTHICK,Bahujan Samaj Party,321,0,321,0.14,30,9,BSP
4,MURUGESAN,Desiya Murpokku Dravida Kazhagam,3359,0,3359,1.47,30,5,DMDK
5,AJITHKUMAR,Puthiya Tamilagam,189,0,189,0.08,30,13,PT
6,KUMAR,Anna MGR Dravida Makkal Kalgam,55,0,55,0.02,30,22,AMDMK
7,GOKULKRISHNAN,Tamil Nadu Ilangyar Katchi,387,0,387,0.17,30,8,TNIK
8,SASIKUMAR LAKSHMIPATHY,National Democratic Party of South India,59,0,59,0.03,30,21,NDPSI
9,SATHYASEELAN,Lok Jan Shakti Party,210,0,210,0.09,30,12,LJSP
10,SENTHIL KUMAR,Makkal Needhi Maiam,18188,0,18188,7.94,30,4,MNM
11,SERMA SELVARAJ,Desiya Makkal Sakthi Katchi,437,0,437,0.19,30,7,DMSK
12,MINISHREE KANAGARAJ,Naam Tamilar Katchi,18489,0,18489,8.07,30,3,NTK
13,VEERALAKSHMI,My India Party,147,0,147,0.06,30,14,MIP
14,SRIDHARAN,Dravida Murpokku Makkal Katchi,62,0,62,0.03,30,20,DMMK
15,KANAGARAJ,Independent,112,0,112,0.05,30,16,I
16,KUMARA DOSS,Independent,233,0,233,0.1,30,10,I
17,SADAM HUSSAIN,Independent,231,0,231,0.1,30,11,I
18,BALAJI,Independent,128,0,128,0.06,30,15,I
19,BHASKARAN,Independent,39,0,39,0.02,30,23,I
20,PERUMAL,Independent,80,0,80,0.03,30,18,I
21,MICHAEL,Independent,74,0,74,0.03,30,19,I
22,RAMACHANDRAN.R,Independent,90,0,90,0.04,30,17,I
23,NOTA,None of the Above,1702,0,1702,0.74,30,6,NOTA
1,Raja.S.R,Dravida Munnetra Kazhagam,115721,1119,116840,46.93,31,1,DMK
2,Chinnaiyah.T.K.M,All India Anna Dravida Munnetra Kazhagam,79509,507,80016,32.14,31,2,AIADMK
3,Harikrishnan.R,Bahujan Samaj Party,314,3,317,0.13,31,8,BSP
4,Abdulnazar P A,Tamil Nadu Ilangyar Katchi,1348,3,1351,0.54,31,7,TNIK
5,Elango.Siva,Makkal Needhi Maiam,22466,64,22530,9.05,31,3,MNM
6,Karikalan.M,Amma Makkal Munnettra Kazagam,4194,13,4207,1.69,31,5,AMMK
7,KAMATCHI U.,Anaithu Makkal Arasiyal Katchi,199,0,199,0.08,31,12,AMAK
8,Sureshkumar.T,Naam Tamilar Katchi,19463,31,19494,7.83,31,4,NTK
9,Manojkumar A.,Shiv Sena,85,3,88,0.04,31,17,SS
10,Ramu A,National Democratic Party of South India,53,3,56,0.02,31,21,NDPSI
11,Venkatesan.C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,73,0,73,0.03,31,19,VTVTK
12,Justin Charles.P,Republican Party of India (Athawale),64,0,64,0.03,31,20,RPI(A)
13,Anand Prabhu B.,Independent,123,0,123,0.05,31,15,I
14,Laksmanan N.,Independent,263,0,263,0.11,31,9,I
15,Kannairam.B,Independent,115,1,116,0.05,31,16,I
16,KRISHNA T V N H S R.,Independent,210,3,213,0.09,31,11,I
17,Sigamani S,Independent,248,0,248,0.1,31,10,I
18,Sivaraman.S,Independent,170,1,171,0.07,31,13,I
19,Thangaraj V.,Independent,46,1,47,0.02,31,23,I
20,Balakrishnan G.,Independent,49,0,49,0.02,31,22,I
21,Rathinakumar R.,Independent,146,2,148,0.06,31,14,I
22,Venkatesan Balaji B.,Independent,78,0,78,0.03,31,18,I
23,NOTA,None of the Above,2269,8,2277,0.91,31,6,NOTA
1,GAJENDRAN.M,All India Anna Dravida Munnetra Kazhagam,103561,347,103908,37.91,32,2,AIADMK
2,VARALAKSHMI.M,Dravida Munnetra Kazhagam,129317,1256,130573,47.64,32,1,DMK
3,ERANIAPPAN.S,Communist Party of India (Marxist-Leninist) (Liberation),684,0,684,0.25,32,7,CPI(M)(L)
4,SANJEEVINATHAN.K,Naam Tamilar Katchi,26813,55,26868,9.8,32,3,NTK
5,SATHISHKUMAR.A,Amma Makkal Munnettra Kazagam,3063,6,3069,1.12,32,6,AMMK
6,SARAVANAN.D,All India Jananayaka Makkal Kazhagam,195,0,195,0.07,32,12,AIJMK
7,DILLIBABU.S,Tipu Sultan Party,403,1,404,0.15,32,8,TSP
8,MUTHAMILSELVAN.S,Indiya Jananayaka Katchi,4133,13,4146,1.51,32,4,IJK
9,VASUMATHI.G,Anaithu Makkal Arasiyal Katchi,141,1,142,0.05,32,13,AMAK
10,GOPALAKRISHNAN.N,Independent,129,0,129,0.05,32,14,I
11,SEETHALAKSHMI.I,Independent,314,3,317,0.12,32,10,I
12,RAJAGOPAL.G,Independent,233,0,233,0.09,32,11,I
