O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
4,MD. WASIM AKRAM,Hindustani Awam Morcha (Secular),893,0,893,0.44,74,8,HAM(S)
5,SAHIDUL ISLAM (KALU),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),350,2,352,0.17,74,9,SUCOI(C)
6,MOSARROF HOSSAIN,Independent,252,2,254,0.13,74,10,I
7,SAMIK MANDAL,Independent,4323,70,4393,2.17,74,4,I
8,SAMINUL ANSARY,Independent,1397,0,1397,0.69,74,5,I
9,SAHINA MAMTAJ,Independent,946,3,949,0.47,74,7,I
10,NOTA,None of the Above,1301,7,1308,0.65,74,6,NOTA
1,JAFIKUL ISLAM,All India Trinamool Congress,127173,498,127671,56.45,75,1,AITC
2,BIYAMMA MONDAL (RUBIA),Bharatiya Janata Party,12247,101,12348,5.46,75,3,BJP
3,MD. MOSTAFIJUR RAHAMAN (RANA),Communist Party of India (Marxist),79968,474,80442,35.57,75,2,CPI(M)
4,AMIR SOHAIL,"Justice and Development Party,",678,1,679,0.3,75,6,JADP
5,SAMSUZZAMAN(KAJAL),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),291,2,293,0.13,75,10,SUCOI(C)
6,HIKMAT ALI,Indian Union Muslim League,518,3,521,0.23,75,8,IUML
7,AYENUL HAQUE,Independent,469,0,469,0.21,75,9,I
8,IMAN ALI BISWAS,Independent,729,0,729,0.32,75,5,I
9,MD JEWEL MONDAL,Independent,611,1,612,0.27,75,7,I
10,NOTA,None of the Above,2413,6,2419,1.07,75,4,NOTA
1,ABDUR RAZZAK,All India Trinamool Congress,123096,744,123840,55.74,76,1,AITC
2,CHANDAN MANDAL,Bharatiya Janata Party,43395,378,43773,19.7,76,3,BJP
3,SAIFUL ISLAM MOLLA,Communist Party of India (Marxist),44224,340,44564,20.06,76,2,CPI(M)
4,ALSOKUAT JAMAN,All India Majlis-E-Ittehadul Muslimeen,1327,11,1338,0.6,76,6,AIMM
5,ENAMUL HAQUE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),261,3,264,0.12,76,10,SUCOI(C)
6,MD. ABDUL HAMID,Bahujan Mukti Party,277,0,277,0.12,76,9,BMP
7,SARIFUL MANDAL,"Justice and Development Party,",253,1,254,0.11,76,11,JADP
8,SUBIR KUMAR SARKAR,Amra Bangalee,381,7,388,0.17,76,8,AB
9,NABENDU KUMAR MONDAL,Independent,726,3,729,0.33,76,7,I
10,RAFIKA SULTANA,Independent,4172,17,4189,1.89,76,4,I
11,NOTA,None of the Above,2540,11,2551,1.15,76,5,NOTA
1,Jitendranath Halder,Bahujan Samaj Party,1261,11,1272,0.57,77,7,BSP
2,Prabhas Majumdar,Communist Party of India (Marxist),16885,300,17185,7.76,77,3,CPI(M)
3,Bimalendu Sinha Roy,All India Trinamool Congress,108966,1945,110911,50.07,77,1,AITC
4,Samarendranath Ghosh,Bharatiya Janata Party,85825,1511,87336,39.43,77,2,BJP
5,Dhanapati Mondal,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1460,9,1469,0.66,77,4,SUCOI(C)
6,Premananda Mandal,Independent,1306,4,1310,0.59,77,6,I
7,Mousumi Saha Mandal,Independent,694,1,695,0.31,77,8,I
8,NOTA,None of the Above,1316,12,1328,0.6,77,5,NOTA
1,Ashutosh Paul,Bharatiya Janata Party,89503,1430,90933,41.69,78,2,BJP
2,Tapas Kumar Saha,All India Trinamool Congress,96249,1599,97848,44.86,78,1,AITC
3,Tarak Nath Biswas,Bahujan Samaj Party,1846,30,1876,0.86,78,4,BSP
4,Subodh Chandra Biswas,Communist Party of India (Marxist),22905,334,23239,10.65,78,3,CPI(M)
5,Surya Biswas,Purvanchal Mahapanchayat,632,6,638,0.29,78,7,PM
6,Chiranjit Sardar,Independent,395,5,400,0.18,78,8,I
7,Rabindranath Halder,Independent,1437,2,1439,0.66,78,6,I
8,NOTA,None of the Above,1726,10,1736,0.8,78,5,NOTA
1,Bibhash Chandra Mandal,Bharatiya Janata Party,58144,794,58938,28.98,79,2,BJP
2,Dr. Manik Bhattacharya,All India Trinamool Congress,108872,1402,110274,54.22,79,1,AITC
3,Ratikanta Thakur,Bahujan Samaj Party,1677,13,1690,0.83,79,5,BSP
4,S.M. Sadi,Communist Party of India (Marxist),25861,367,26228,12.9,79,3,CPI(M)
5,Maniruzzaman Mondal,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1678,18,1696,0.83,79,4,SUCOI(C)
6,Panchanan Mandal,Independent,300,1,301,0.15,79,9,I
7,Bijoy Dutta,Independent,916,0,916,0.45,79,8,I
8,Ramesh Barman,Independent,1688,0,1688,0.83,79,6,I
9,NOTA,None of the Above,1649,5,1654,0.81,79,7,NOTA
1,MOHIUDDIN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),877,2,879,0.42,80,8,SUCOI(C)
2,ABUL KASHEM,Indian National Congress,24771,305,25076,11.98,80,3,INC
3,SUJATA MANDAL,Bahujan Samaj Party,1556,11,1567,0.75,80,6,BSP
4,ABHIJIT GHOSH,Bharatiya Janata Party,63629,1080,64709,30.91,80,2,BJP
5,NASIRUDDIN AHAMED (LAL),All India Trinamool Congress,109917,1779,111696,53.35,80,1,AITC
6,JAYANTA DAS,Bharatiya Nyay-Adhikar Raksha Party,980,2,982,0.47,80,7,BNRP
7,KABIL UDDIN SHAIKH,Independent,732,0,732,0.35,80,9,I
8,ABHIJIT GHOSH,Independent,1683,4,1687,0.81,80,5,I
9,NOTA,None of the Above,2044,7,2051,0.98,80,4,NOTA
1,Amal Chandra Sarkar,Bahujan Samaj Party,1074,6,1080,0.52,81,6,BSP
2,Kallol Khan,All India Trinamool Congress,103666,1146,104812,50.01,81,1,AITC
3,Santanu Dey,Bharatiya Janata Party,82258,1283,83541,39.86,81,2,BJP
4,Sukla Saha,Communist Party of India (Marxist),5254,111,5365,2.56,81,4,CPI(M)
5,Krishnachandra Debnath,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),322,1,323,0.15,81,9,SUCOI(C)
6,Krishnapada Pramanik,Communist Party of India (Marxist-Leninist) (Liberation),1020,3,1023,0.49,81,7,CPI(M)(L)
7,Swapan Mondal,Amra Bangalee,1003,0,1003,0.48,81,8,AB
8,Tanmay Ganguli,Independent,11194,83,11277,5.38,81,3,I
9,NOTA,None of the Above,1135,11,1146,0.55,81,5,NOTA
1,KALYAN KUMAR NANDI,Bharatiya Janata Party,57380,788,58168,27.29,82,3,BJP
2,JAHANGIR BISWAS (RAJU),Communist Party of India (Marxist),11542,180,11722,5.5,82,4,CPI(M)
3,ROKIBUL HOSSAIN MOLLA,Bahujan Samaj Party,1064,6,1070,0.5,82,7,BSP
4,RUKBANUR RAHMAN,All India Trinamool Congress,73187,679,73866,34.65,82,1,AITC
5,KANCHAN MAITRA,Rashtriya Secular Majlis Party,3848,17,3865,1.81,82,5,RSMP
6,MOZAMMEL HOSSAIN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),713,0,713,0.33,82,8,SUCOI(C)
7,JEBER SEKH,Independent,61063,685,61748,28.97,82,2,I
8,NOTA,None of the Above,2016,7,2023,0.95,82,6,NOTA
1,ASHOKE CHANDRA DAS,Bahujan Samaj Party,1344,14,1358,0.67,83,7,BSP
2,KOUSHANI MUKHERJEE,All India Trinamool Congress,73153,1115,74268,36.8,83,2,AITC
3,MUKUL ROY,Bharatiya Janata Party,107492,1865,109357,54.19,83,1,BJP
4,SILVI SAHA,Indian National Congress,11108,299,11407,5.65,83,3,INC
5,JOYDIP CHAUDHURI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),719,8,727,0.36,83,8,SUCOI(C)
6,DIPIKA PRAMANIK,Purvanchal Mahapanchayat,1455,5,1460,0.72,83,5,PM
7,SADHAN KUMAR MANDAL,Independent,1370,7,1377,0.68,83,6,I
8,NOTA,None of the Above,1823,28,1851,0.92,83,4,NOTA
1,PUNDARIKAKSHYA SAHA,All India Trinamool Congress,100661,1509,102170,48.52,84,1,AITC
2,RAJNATH SARKAR,Bahujan Samaj Party,1611,6,1617,0.77,84,5,BSP
3,SIDHARTHA SHANKAR NASKAR,Bharatiya Janata Party,82626,973,83599,39.7,84,2,BJP
4,SWARNENDU SINHA,Communist Party of India (Marxist),18218,322,18540,8.8,84,3,CPI(M)
5,RAMKRISHNA HALDER,Lok Jan Shakti Party,1131,5,1136,0.54,84,7,LJSP
6,SOUMEN SAHA,Independent,1177,6,1183,0.56,84,6,I
7,NOTA,None of the Above,2331,13,2344,1.11,84,4,NOTA
1,UJJAL BISWAS,All India Trinamool Congress,90842,896,91738,46.88,85,1,AITC
2,BISWAS SUMIT,Communist Party of India (Marxist),15414,192,15606,7.98,85,3,CPI(M)
3,MAHADEV SARKAR,Bharatiya Janata Party,81609,824,82433,42.13,85,2,BJP
4,SWAPAN KUMAR SARKAR,Bahujan Samaj Party,1214,3,1217,0.62,85,5,BSP
5,SANTU BHATTACHARYA,Communist Party of India (Marxist-Leninist) (Liberation),865,3,868,0.44,85,7,CPI(M)(L)
6,ANANDA MODAK,Independent,1072,4,1076,0.55,85,6,I
7,DEBASISH MAJHI,Independent,582,0,582,0.3,85,8,I
8,NOTA,None of the Above,2156,9,2165,1.11,85,4,NOTA
1,AJOY DEY,All India Trinamool Congress,92715,1129,93844,42.72,86,2,AITC
2,RITZU GHOSAL,Indian National Congress,9725,123,9848,4.48,86,3,INC
3,JAGANNATH SARKAR,Bharatiya Janata Party,108638,1084,109722,49.94,86,1,BJP
4,PROFULLA KUMAR ROY,Bahujan Samaj Party,1288,6,1294,0.59,86,5,BSP
5,NADIA CHAND BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),599,9,608,0.28,86,8,SUCOI(C)
6,SUKDEB BISWAS,Purvanchal Mahapanchayat,1095,4,1099,0.5,86,6,PM
7,SUFAL SARKAR,Jan Sangh Party,885,7,892,0.41,86,7,JSP
8,NOTA,None of the Above,2364,21,2385,1.09,86,4,NOTA
1,AMAL SARKAR,Bahujan Samaj Party,1299,13,1312,0.59,87,5,BSP
2,PARTHASARATHI CHATTERJEE,Bharatiya Janata Party,112413,1224,113637,50.91,87,1,BJP
3,BIJAYENDU BISWAS (HABU),Indian National Congress,10134,211,10345,4.64,87,3,INC
4,SANKAR SINGHA,All India Trinamool Congress,89503,1006,90509,40.55,87,2,AITC
5,APARNA GUHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1062,6,1068,0.48,87,9,SUCOI(C)
6,SOURAV CHAKRABORTY,Socialist Party (India),701,0,701,0.31,87,10,SP(I)
7,ALPANA BANDYOPADHYAY,Independent,1064,6,1070,0.48,87,8,I
8,RATAN MALAKAR,Independent,1157,3,1160,0.52,87,6,I
9,RABINDRA NATH BISWAS,Independent,1125,8,1133,0.51,87,7,I
10,NOTA,None of the Above,2216,42,2258,1.01,87,4,NOTA
1,ASHIS KUMAR BISWAS,Bharatiya Janata Party,116397,1271,117668,50.73,88,1,BJP
2,JHUNU BAIDYA,Communist Party of India (Marxist),10761,152,10913,4.71,88,3,CPI(M)
3,DR. TAPAS MANDAL,All India Trinamool Congress,95406,985,96391,41.56,88,2,AITC
4,DIPALI BISWAS,Bahujan Samaj Party,1781,20,1801,0.78,88,5,BSP
5,ANUP KUMAR MONDAL,New Democratic Party of India,365,2,367,0.16,88,9,NDPI
6,ASIT BARAN BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),481,3,484,0.21,88,8,SUCOI(C)
7,SANAND ADHIKARY,Purvanchal Mahapanchayat,1379,1,1380,0.59,88,6,PM
8,ASHIS BISWAS,Independent,832,3,835,0.36,88,7,I
9,NOTA,None of the Above,2091,8,2099,0.9,88,4,NOTA
1,ASHIM BISWAS,Bharatiya Janata Party,115665,1121,116786,54.39,89,1,BJP
2,SANJIT KUMAR MANDAL,Bahujan Samaj Party,2087,30,2117,0.99,89,5,BSP
3,SAMIR KUMAR PODDAR,All India Trinamool Congress,84146,858,85004,39.59,89,2,AITC
4,DINESH CHANDRA BISWAS,Rashtriya Secular Majlis Party,5115,89,5204,2.42,89,3,RSMP
5,SAMIR KUMAR BISWAS,Bahujan Mukti Party,486,2,488,0.23,89,8,BMP
6,SWADHIN BISWAS,Purvanchal Mahapanchayat,482,3,485,0.23,89,9,PM
7,APURBA LAL ROY,Independent,1224,4,1228,0.57,89,6,I
8,KAMAL SARKAR,Independent,1060,5,1065,0.5,89,7,I
9,NOTA,None of the Above,2339,20,2359,1.1,89,4,NOTA
1,PRASANTA BISWAS,Bahujan Samaj Party,1654,12,1666,0.69,90,4,BSP
2,BARNALI DEY ROY,All India Trinamool Congress,101882,863,102745,42.51,90,2,AITC
3,MUKUT MANI ADHIKARI,Bharatiya Janata Party,118374,886,119260,49.34,90,1,BJP
4,RAMA BISWAS,Communist Party of India (Marxist),14921,203,15124,6.26,90,3,CPI(M)
5,NANIGOPAL MISTRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1313,2,1315,0.54,90,6,SUCOI(C)
6,NOTA,None of the Above,1561,16,1577,0.65,90,5,NOTA
1,Arun Majumdar,Bahujan Samaj Party,976,19,995,0.47,91,8,BSP
2,Narayan Das Gupta,Communist Party of India (Marxist),17401,411,17812,8.4,91,3,CPI(M)
3,Bankim Chandra Ghosh,Bharatiya Janata Party,97955,1413,99368,46.86,91,1,BJP
4,Subhankar Singha (Jishu),All India Trinamool Congress,86105,1583,87688,41.35,91,2,AITC
5,Bidhan Ghosh,Bharatiya Nyay-Adhikar Raksha Party,1670,13,1683,0.79,91,4,BNRP
6,Ashoke Kumar Das,Independent,1182,11,1193,0.56,91,7,I
7,Tapan Biswas,Independent,1362,8,1370,0.65,91,6,I
8,Bhowmick Koushik,Independent,465,3,468,0.22,91,9,I
9,NOTA,None of the Above,1475,12,1487,0.7,91,5,NOTA
1,ANIRUDDHA BISWAS,All India Trinamool Congress,93421,1399,94820,43.03,92,2,AITC
2,AMBIKA ROY,Bharatiya Janata Party,95995,1031,97026,44.04,92,1,BJP
3,GOUTAM MALO,Bahujan Samaj Party,1631,30,1661,0.75,92,5,BSP
4,SABUJ DAS,Communist Party of India (Marxist),21562,603,22165,10.06,92,3,CPI(M)
5,SANGRAM BISWAS,Party for Democratic Socialism,669,4,673,0.31,92,7,PFDS
6,AGNIV HIRA,Independent,456,3,459,0.21,92,8,I
7,AMIT KUMAR DAS,Independent,955,2,957,0.43,92,6,I
8,NOTA,None of the Above,2556,21,2577,1.17,92,4,NOTA
1,ALAKESH DAS,Communist Party of India (Marxist),24635,165,24800,11.76,93,3,CPI(M)
2,ASIM KUMAR SARKAR,Bharatiya Janata Party,96970,696,97666,46.31,93,1,BJP
3,NILIMA NAG (MALLICK),All India Trinamool Congress,81686,780,82466,39.11,93,2,AITC
4,SAMIR BISWAS,Bahujan Samaj Party,1153,0,1153,0.55,93,6,BSP
5,Biplab Chandra Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),403,1,404,0.19,93,9,SUCOI(C)
6,MADHAB BISWAS,Party for Democratic Socialism,376,0,376,0.18,93,10,PFDS
7,HARISH CHANDRA BISWAS,Purvanchal Mahapanchayat,444,2,446,0.21,93,8,PM
8,NAYAN HALDER,Independent,1154,2,1156,0.55,93,5,I
9,SHIBU DAS,Independent,980,0,980,0.46,93,7,I
10,NOTA,None of the Above,1420,7,1427,0.68,93,4,NOTA
1,Kirttaniya Prabir (Bapi),Indian National Congress,8099,151,8250,3.77,94,3,INC
2,Paritosh Kumar Saha,All India Trinamool Congress,97335,984,98319,44.94,94,2,AITC
3,Biswajit Das,Bharatiya Janata Party,107242,869,108111,49.41,94,1,BJP
4,Santosh Biswas,Bahujan Samaj Party,2229,11,2240,1.02,94,4,BSP
5,Pradip Kumar Biswas,Independent,848,3,851,0.39,94,6,I
6,NOTA,None of the Above,1012,8,1020,0.47,94,5,NOTA
1,ASHOK KIRTANIA,Bharatiya Janata Party,96676,1085,97761,47.65,95,1,BJP
2,PIJUSH KANTI SAHA,Communist Party of India (Marxist),13780,271,14051,6.85,95,3,CPI(M)
3,SHYAMAL ROY,All India Trinamool Congress,86403,870,87273,42.54,95,2,AITC
4,SUNITI MALLICK,Bahujan Samaj Party,1078,4,1082,0.53,95,6,BSP
5,ARPITA MONDAL,Amra Bangalee,423,2,425,0.21,95,8,AB
6,SHYAMSUNDAR HALDAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),226,2,228,0.11,95,10,SUCOI(C)
7,SUBRATA BISWAS,Bahujan Mukti Party,140,1,141,0.07,95,11,BMP
8,ARABINDA BISWAS,Independent,320,1,321,0.16,95,9,I
9,DINESH DAS,Independent,1478,2,1480,0.72,95,5,I
10,SUBHASIS BISWAS,Independent,578,2,580,0.28,95,7,I
11,NOTA,None of the Above,1818,15,1833,0.89,95,4,NOTA
1,ALO RANI SARKAR,All India Trinamool Congress,94889,935,95824,46.11,96,2,AITC
2,TAPAS KUMAR BISWAS,Communist Party of India (Marxist),9894,175,10069,4.84,96,3,CPI(M)
3,PRADIP KUMAR SARKAR,Bahujan Samaj Party,818,2,820,0.39,96,6,BSP
4,SWAPAN MAJUMDER,Bharatiya Janata Party,96862,966,97828,47.07,96,1,BJP
5,RABINDRA NATH BARAI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),947,6,953,0.46,96,5,SUCOI(C)
6,ALOKE BAIN,Independent,461,1,462,0.22,96,7,I
7,SUSHANTA KUMAR SARKAR,Independent,332,4,336,0.16,96,8,I
8,NOTA,None of the Above,1529,13,1542,0.74,96,4,NOTA
1,KAPIL KRISHNA THAKUR,Communist Party of India,14576,262,14838,6.96,97,3,CPI
2,NAROTTAM BISWAS,All India Trinamool Congress,90150,1080,91230,42.78,97,2,AITC
3,BEAUTY SARKAR,Bahujan Samaj Party,1378,7,1385,0.65,97,6,BSP
4,SUBRATA THAKUR,Bharatiya Janata Party,99753,1055,100808,47.27,97,1,BJP
5,NANIBALA BISWAS (DAS),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),808,6,814,0.38,97,7,SUCOI(C)
6,TUSHAR KANTI HALDER,Independent,685,1,686,0.32,97,8,I
7,BISWAJIT ROY,Independent,545,2,547,0.26,97,9,I
8,DR. SAJAL BISWAS,Independent,1521,5,1526,0.72,97,4,I
9,NOTA,None of the Above,1399,10,1409,0.66,97,5,NOTA
1,BISWAJIT MANDAL,Communist Party of India (Marxist),43164,118,43282,20.43,98,3,CPI(M)
2,BINA MONDAL,All India Trinamool Congress,99438,346,99784,47.11,98,1,AITC
3,BRINDABAN SARKAR,Bharatiya Janata Party,64666,318,64984,30.68,98,2,BJP
4,DEBABRATA BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),820,1,821,0.39,98,6,SUCOI(C)
5,PRABIR SARKAR,Independent,753,1,754,0.36,98,7,I
6,MRINMOY MONDAL,Independent,923,0,923,0.44,98,5,I
7,NOTA,None of the Above,1254,2,1256,0.59,98,4,NOTA
1,ABDUR RAHIM QUAZI,All India Trinamool Congress,109200,501,109701,51.53,99,1,AITC
2,ABDUS SATTAR,Indian National Congress,45095,136,45231,21.25,99,3,INC
3,GOPAL DAS,Bahujan Samaj Party,1268,10,1278,0.6,99,5,BSP
4,SUKALYAN BAIDYA,Bharatiya Janata Party,52930,327,53257,25.02,99,2,BJP
5,NITAI KRISHNA PAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),616,3,619,0.29,99,7,SUCOI(C)
6,SAFIKUL ISLAM DAFADAR,Independent,844,0,844,0.4,99,6,I
7,NOTA,None of the Above,1952,1,1953,0.92,99,4,NOTA
1,RIJINANDAN BISWAS,Communist Party of India (Marxist),21781,213,21994,10.77,100,3,CPI(M)
2,JYOTI PRIYA MALLICK,All India Trinamool Congress,89860,673,90533,44.34,100,1,AITC
3,BISWAJIT SINHA,Bharatiya Janata Party,86208,484,86692,42.46,100,2,BJP
4,SANTOSH BISWAS,Bahujan Samaj Party,1120,5,1125,0.55,100,5,BSP
5,KISHOR BISWAS,Purvanchal Mahapanchayat,360,0,360,0.18,100,8,PM
6,PROBODH KUMAR SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1054,8,1062,0.52,100,7,SUCOI(C)
7,AMAR KRISHNA MANDAL,Independent,1113,2,1115,0.55,100,6,I
8,NOTA,None of the Above,1276,14,1290,0.63,100,4,NOTA
1,JAGADISH RAY,Bahujan Samaj Party,1051,2,1053,0.49,101,7,BSP
2,TANUJA CHAKRABORTY,Bharatiya Janata Party,69505,550,70055,32.32,101,2,BJP
3,NARAYAN GOSWAMI,All India Trinamool Congress,92573,1014,93587,43.18,101,1,AITC
4,ANGSHUMALI BARAI,Guru Chand Mukti Morcha,1269,9,1278,0.59,101,6,GCMM
5,TAPAS BANERJEE,Rashtriya Secular Majlis Party,45386,409,45795,21.13,101,3,RSMP
6,TARAK RAJAK DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),737,2,739,0.34,101,9,SUCOI(C)
7,TANUJA CHAKRABORTY,Independent,1551,5,1556,0.72,101,5,I
8,DR. SUMAY HIRA,Independent,1045,5,1050,0.48,101,8,I
9,NOTA,None of the Above,1604,7,1611,0.74,101,4,NOTA
1,JOYDEV MANNA,Bharatiya Janata Party,63238,217,63455,29.97,102,2,BJP
2,RAFIQUR RAHAMAN,All India Trinamool Congress,88689,246,88935,42.0,102,1,AITC
3,SHAFIQUE ALI,Bahujan Samaj Party,1036,2,1038,0.49,102,7,BSP
4,GOUTAM BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),567,4,571,0.27,102,9,SUCOI(C)
5,JAMAL UDDIN,Rashtriya Secular Majlis Party,50797,108,50905,24.04,102,3,RSMP
6,SAHAJAN ALI,United Socialist Party,968,0,968,0.46,102,8,USP
7,HARI PADA BISWAS,Lok Jan Shakti Party,518,0,518,0.24,102,10,LJSP
8,MAFID MONDAL,Independent,1289,1,1290,0.61,102,6,I
9,RANJIT SANTRA,Independent,1738,0,1738,0.82,102,5,I
10,NOTA,None of the Above,2314,10,2324,1.1,102,4,NOTA
1,ARJUN KRISHNA BARAI,Bahujan Samaj Party,871,7,878,0.63,103,6,BSP
2,SUBHRANSHU ROY,Bharatiya Janata Party,52873,405,53278,38.3,103,2,BJP
3,SUKANTA RAKSHIT (BABIN),Communist Party of India (Marxist),14267,223,14490,10.42,103,3,CPI(M)
4,SUBODH ADHIKARY,All India Trinamool Congress,65954,671,66625,47.9,103,1,AITC
5,KALIPADA DEBNATH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1534,8,1542,1.11,103,4,SUCOI(C)
6,AVIJIT BISWAS,Independent,391,5,396,0.28,103,8,I
7,SUDHANSU SAHA,Independent,651,9,660,0.47,103,7,I
8,NOTA,None of the Above,1222,5,1227,0.88,103,5,NOTA
1,INDRANI KUNDU MUKHERJEE,Communist Party of India (Marxist),15598,227,15825,10.11,104,3,CPI(M)
2,PABITRA ROY,Bahujan Samaj Party,906,7,913,0.58,104,6,BSP
3,PARTHA BHOWMICK,All India Trinamool Congress,76925,828,77753,49.69,104,1,AITC
4,PHALGUNI PATRA,Bharatiya Janata Party,58481,417,58898,37.64,104,2,BJP
5,KANAI DAS,Independent,1373,5,1378,0.88,104,5,I
6,NOTA,None of the Above,1689,12,1701,1.09,104,4,NOTA
1,AJAY KUMAR RAM,Bahujan Samaj Party,677,5,682,0.64,105,6,BSP
2,JITENDRA SHAW (JITU),All India Trinamool Congress,43385,172,43557,40.63,105,2,AITC
3,DHARMENDRA SHAW,Indian National Congress,2144,25,2169,2.02,105,3,INC
4,PAWAN KUMAR SINGH,Bharatiya Janata Party,57050,194,57244,53.4,105,1,BJP
5,PARTHA BHATTACHARYYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),590,2,592,0.55,105,8,SUCOI(C)
6,UDAY VEER CHOUDHURY,Independent,190,1,191,0.18,105,10,I
7,VINOD KISHOR VERMA,Independent,743,1,744,0.69,105,5,I
8,MUNEEL KUMAR RAJAK,Independent,248,0,248,0.23,105,9,I
9,SABARI CHOWDHURY,Independent,609,1,610,0.57,105,7,I
10,NOTA,None of the Above,1146,14,1160,1.08,105,4,NOTA
1,ARINDAM BHATTACHARYA,Bharatiya Janata Party,68221,445,68666,37.88,106,2,BJP
2,KRISHNA CHANDRA SARKAR,Bahujan Samaj Party,899,9,908,0.5,106,6,BSP
3,NEMAI SAHA,All India Forward Bloc,16555,193,16748,9.24,106,3,AIFB
4,SOMENATH SHYAM ICHINI,All India Trinamool Congress,86266,764,87030,48.01,106,1,AITC
5,RATANMOHAN LASKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),800,7,807,0.45,106,8,SUCOI(C)
6,AJAY MAJUMDAR,Independent,436,0,436,0.24,106,12,I
7,DEBASISH BHATTACHARJEE,Independent,443,1,444,0.24,106,11,I
8,BRAHMDEO GUPTA,Revolutionary Socialist Party of India(Marxist),259,1,260,0.14,106,13,RSPI
9,RAJA ANSARI,Independent,452,2,454,0.25,106,10,I
10,SUVAMAY PAN,Independent,1514,8,1522,0.84,106,5,I
11,SURAJ TIWARI,Independent,567,2,569,0.31,106,9,I
12,SOMNATH SARKAR,Independent,868,7,875,0.48,106,7,I
13,NOTA,None of the Above,2558,10,2568,1.42,106,4,NOTA
1,MANJU BASU,All India Trinamool Congress,93515,688,94203,48.9,107,1,AITC
2,RAJENDRA CHOUDHARY,Bahujan Samaj Party,1289,16,1305,0.68,107,5,BSP
3,SUBHANKAR SARKAR,Indian National Congress,23210,292,23502,12.2,107,3,INC
4,SUNIL SINGH,Bharatiya Janata Party,67098,395,67493,35.04,107,2,BJP
5,RANJIT BISWAS,Guru Chand Mukti Morcha,657,4,661,0.34,107,7,GCMM
6,AMIT KUMAR SHAW,Independent,276,1,277,0.14,107,11,I
7,ANAND PANDEY,Independent,306,3,309,0.16,107,10,I
8,RABISHANKAR PAUL,Independent,857,0,857,0.44,107,6,I
9,RABINDRA NATH BISWAS,Independent,613,9,622,0.32,107,8,I
10,SWAPAN KUMAR DEBNATH,Independent,513,6,519,0.27,107,9,I
11,NOTA,None of the Above,2873,13,2886,1.5,107,4,NOTA
1,CHANDRAMANI SHUKLA,Bharatiya Janata Party,59255,410,59665,40.25,108,2,BJP
2,TAPASH SARKAR,Bahujan Samaj Party,955,15,970,0.65,108,5,BSP
3,DEBASISH BHOWMICK,Communist Party of India (Marxist),15932,213,16145,10.89,108,3,CPI(M)
4,RAJU CHAKRABORTY (RAJ),All India Trinamool Congress,68441,446,68887,46.47,108,1,AITC
5,KUMAR BISHAL YADAB,Independent,650,2,652,0.44,108,6,I
6,NOTA,None of the Above,1923,7,1930,1.3,108,4,NOTA
1,KAJAL SINHA,All India Trinamool Congress,89413,394,89807,49.04,109,1,AITC
2,DEBAJYOTI DAS (SUBHO),Communist Party of India (Marxist),26730,186,26916,14.7,109,3,CPI(M)
3,SILBHADRA DATTA,Bharatiya Janata Party,61372,295,61667,33.67,109,2,BJP
4,SAMAR DAS,Bahujan Samaj Party,1091,6,1097,0.6,109,5,BSP
5,BISWAJIT DAS,Independent,636,1,637,0.35,109,6,I
6,RAJU GHOSH,Independent,605,3,608,0.33,109,7,I
7,NOTA,None of the Above,2407,8,2415,1.32,109,4,NOTA
1,DR. ARCHANA MAJUMDAR,Bharatiya Janata Party,66739,227,66966,31.42,110,2,BJP
2,CHANDRIMA BHATTACHARYA,All India Trinamool Congress,95078,387,95465,44.79,110,1,AITC
3,TANMOY BHATTACHARYA,Communist Party of India (Marxist),45462,266,45728,21.45,110,3,CPI(M)
